FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost,IsActive,AgeAtStart
Alanna,Mullins,2020-04-15,2022-05-13,It Support,Dustin Sanchez,alanna.mullins@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,IT/IS,Executive,1979-03-01,MA,Vp,Female,80168,Asian,Widowed,Fully Meets,3,3934,2023-07-04,3,3,2,2023-02-16,Project Management,Internal,Completed,Mariahton,Frederick White,5,219.78,False,41.0
Arjun,Tyler,2020-12-25,,It Support,Jennifer Flores,arjun.tyler@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,IT/IS,Aerial,1993-11-16,MA,Lineman,Male,97304,White,Widowed,Fully Meets,3,3935,2023-05-04,5,1,4,2023-07-16,Customer Service,Internal,Passed,Lake Jason,Clifford Washington,5,223.6,True,27.0
Donald,Favis,2022-07-21,2023-05-01,Enterprise Architect,Stephen Rasmussen,donald.favis@bilearner.com,MSC,Terminated for Cause,Full-Time,Zone B,Temporary,Involuntary,Involuntary - Standard Separation,IT/IS,General - Sga,1998-06-27,CT,Director,Male,6033,Other,Widowed,Fully Meets,3,3936,2023-03-25,5,3,4,2023-05-14,Communication Skills,Internal,Completed,Josephbury,Jamie Taylor,4,283.29,False,24.0
Daniff,Hernandez,2022-11-04,,Database Administrator,Christina Williams,daniff.hernandez@bilearner.com,EW,Active,Contract,Zone C,Part-Time,N/A - Active,N/A - Active,IT/IS,Field Operations,1944-09-13,MA,Laborer,Male,1960,White,Widowed,Fully Meets,3,3937,2022-11-21,1,3,1,2023-04-02,Communication Skills,Internal,Completed,Kevinton,Kevin Wilkinson,2,935.28,True,78.0
Lori,Roby,2020-04-20,,Data Analyst,Brittany Evans,lori.roby@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1955-05-28,MA,Tower Hand,Female,1886,Hispanic,Married,Fully Meets,3,3938,2022-12-16,1,1,1,2023-07-30,Technical Skills,External,Completed,South Judithmouth,James Vasquez,2,892.83,True,64.0
Thomas,Murray,2019-09-05,,Data Analyst,Nicole Hill,thomas.murray@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1992-04-09,TX,Foreman,Male,78230,Black,Married,Fully Meets,3,3939,2023-09-01,5,2,4,2023-05-18,Technical Skills,Internal,Passed,East Stephen,Sierra Liu,4,318.19,True,27.0
Karthikeyan,Ait Sidi,2019-08-11,,Sr. Dba,Kaitlyn Young,karthikeyan.ait sidi@bilearner.com,EW,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1958-09-08,MA,Technician,Male,2148,Other,Divorced,Fully Meets,3,3940,2022-12-25,5,4,3,2022-08-11,Project Management,External,Failed,Melissaside,Shane Ortiz,5,305.31,True,60.0
Ivan,Rogers,2018-11-04,,Data Analyst,Alejandra Spencer,ivan.rogers@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1985-08-30,MA,Laborer,Male,1810,White,Married,Fully Meets,3,3941,2023-01-26,2,3,3,2022-09-13,Project Management,External,Incomplete,Thomaston,Bradley Taylor,5,756.43,True,33.0
Bianca,Roehrich,2018-11-04,2021-12-22,Principal Data Architect,Brian Gamble Md,bianca.roehrich@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,Resignation - Standard Separation,IT/IS,Catv,1951-04-09,MA,Laborer,Female,2703,Asian,Married,PIP,3,3942,2023-02-02,3,4,1,2023-01-28,Customer Service,External,Completed,Joanneshire,Corey Taylor Dds,5,940.22,False,67.0
Jason,Salter,2019-07-27,2021-07-25,Data Analyst,Lauren Moore,jason.salter@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Resignation,Resignation - Standard Separation,IT/IS,General - Eng,1971-04-08,MA,Administrative,Male,2452,Black,Single,Fully Meets,3,3943,2022-06-08,5,2,2,2023-05-15,Communication Skills,External,Failed,West Justinchester,Ryan Zhang,3,282.37,False,48.0
Julia,Zhou,2020-12-21,,Data Analyst,Joseph Owen,julia.zhou@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,IT/IS,General - Sga,1997-05-07,MA,Administrator,Female,2148,White,Single,Fully Meets,3,3944,2023-02-26,5,3,4,2022-08-19,Technical Skills,External,Completed,Danielletown,Gerald Barnes,1,627.14,True,23.0
Thelma,Petrowsky,2022-07-25,,Data Analyst,Carla Wilson,thelma.petrowsky@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,IT/IS,Engineers,1998-03-23,MA,Engineer,Female,1886,Black,Single,PIP,3,3945,2023-03-01,4,4,2,2022-08-29,Communication Skills,External,Incomplete,North Samanthamouth,Bryan Young,2,864.5,True,24.0
Jayne,Horton,2019-06-15,,Database Administrator,Valerie Moody,jayne.horton@bilearner.com,NEL,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,IT/IS,Shop (Fleet),1957-07-20,MA,Technician,Female,2493,White,Married,Fully Meets,3,3946,2023-07-23,1,3,4,2023-07-15,Leadership Development,External,Passed,Amystad,Christopher Cannon,4,981.64,True,61.0
Renee,Becker,2020-04-04,2022-06-22,Database Administrator,Heather Phillips,renee.becker@bilearner.com,EW,Terminated for Cause,Full-Time,Zone B,Full-Time,Resignation,Resignation - Standard Separation,IT/IS,Field Operations,1996-03-12,MA,Field Technician,Female,2026,Hispanic,Married,Fully Meets,3,3947,2023-07-28,4,3,1,2023-01-14,Project Management,Internal,Failed,New Kathleenmouth,Anthony Proctor,3,456.02,False,24.0
Randall,Pearson,2023-02-03,2023-05-29,Data Analyst,Peggy Mccoy,randall.pearson@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Involuntary - Standard Separation,IT/IS,Aerial,1943-10-29,MA,Foreman,Male,2747,Hispanic,Married,Fully Meets,3,3948,2023-10-03,4,4,2,2023-04-02,Leadership Development,External,Passed,East Wesleyport,William Rios,5,350.68,False,79.0
Claudia N,Carr,2022-09-20,2023-07-04,Sr. Dba,Natasha Walton,claudia n.carr@bilearner.com,SVG,Future Start,Full-Time,Zone A,Temporary,Voluntary,Voluntary - Standard Separation,IT/IS,General - Con,1991-03-17,MA,Laborer,Female,1886,White,Single,Fully Meets,3,3949,2023-04-22,5,2,5,2023-06-03,Communication Skills,Internal,Incomplete,Lake Kelsey,Megan Chan,2,843.66,False,31.0
Noelle,Johnson,2023-07-12,,Database Administrator,George Willis,noelle.johnson@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,N/A - Active,N/A - Active,IT/IS,Fielders,1989-01-29,MA,Engineer,Female,2301,Hispanic,Widowed,Fully Meets,3,3950,2022-10-18,2,3,5,2023-04-22,Technical Skills,Internal,Completed,Mcintyrechester,Dominique Gordon,2,119.24,True,34.0
Taisha,Goble,2021-04-25,2023-02-12,Database Administrator,Joseph Jensen,taisha.goble@bilearner.com,MSC,Terminated for Cause,Contract,Zone A,Temporary,Resignation,Resignation - Standard Separation,IT/IS,Wireline Construction,1961-07-09,MA,Groundman,Female,2127,Asian,Divorced,Fully Meets,3,3951,2023-01-04,4,1,3,2023-04-08,Project Management,Internal,Completed,Joneston,Mr. Kenneth Warren Dvm,5,532.41,False,59.0
Kramer,Simard,2021-03-13,,Data Analyst,Donna Young,kramer.simard@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,IT/IS,Finance & Accounting,1950-01-11,MA,Assistant,Male,2110,Black,Single,Fully Meets,3,3952,2022-12-13,1,4,1,2023-07-16,Project Management,External,Incomplete,Harperton,Krista Maldonado,5,625.95,True,71.0
Mark,Griffith,2021-08-16,,Data Analyst,Nicole Elliott,mark.griffith@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,General - Eng,1965-02-22,MA,Engineer,Female,78692,White,Married,Fully Meets,3,3953,2023-03-16,3,4,4,2023-05-31,Customer Service,Internal,Passed,New Reginabury,Patrick Maddox,2,779.08,True,56.0
Denisse,Hayes,2021-10-18,,Database Administrator,Gerald Carey,denisse.hayes@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,N/A - Active,N/A - Active,IT/IS,General - Con,1946-11-11,MA,Flagger,Female,87816,Hispanic,Married,Fully Meets,3,3954,2023-06-18,5,1,5,2023-05-11,Leadership Development,External,Completed,East Frederickfort,Monica Ramirez,1,497.09,True,74.0
Draven,Giles,2020-02-16,2023-03-16,Database Administrator,Aaron Richards,draven.giles@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,N/A - Active,N/A - Active,IT/IS,Project Management - Con,1998-10-28,MA,Coordinator,Female,31207,Hispanic,Married,Fully Meets,3,3955,2023-10-06,2,1,1,2023-03-14,Technical Skills,External,Failed,Kimberlychester,Shawn Hernandez,1,762.36,False,21.0
Aliana,Shaw,2019-08-07,2023-03-08,Database Administrator,Joseph Shelton,aliana.shaw@bilearner.com,EW,Active,Contract,Zone A,Temporary,N/A - Active,N/A - Active,IT/IS,General - Sga,1997-02-01,TX,Foreman,Female,6158,Black,Widowed,Fully Meets,3,3956,2022-09-26,4,5,2,2022-10-21,Customer Service,External,Failed,Phamchester,Michael Garcia,4,611.15,False,22.0
Makaila,Nixon,2022-01-03,,Database Administrator,Rose Conner,makaila.nixon@bilearner.com,MSC,Active,Contract,Zone C,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1991-02-01,TX,Administration,Female,36554,Other,Divorced,Fully Meets,3,3957,2023-07-06,3,2,4,2023-06-22,Communication Skills,Internal,Passed,Lake Danielstad,Jacob Soto,3,724.95,True,30.0
Mohammed,Orr,2020-09-22,,Database Administrator,Jacqueline Huerta,mohammed.orr@bilearner.com,TNS,Active,Part-Time,Zone C,Full-Time,N/A - Active,N/A - Active,IT/IS,Field Operations,1974-09-18,TX,Foreman,Female,53042,Hispanic,Married,PIP,3,3958,2023-10-04,5,3,1,2022-12-21,Technical Skills,Internal,Completed,Seanburgh,Jill Macdonald,5,332.9,True,46.0
Braylen,Mendoza,2022-11-11,2023-07-14,Data Architect,Douglas Chapman,braylen.mendoza@bilearner.com,PYZ,Terminated for Cause,Part-Time,Zone A,Full-Time,Resignation,Resignation - Standard Separation,IT/IS,General - Con,1988-08-20,TX,Foreman,Male,42665,Hispanic,Single,Fully Meets,3,3959,2023-06-30,5,4,5,2023-01-30,Communication Skills,Internal,Incomplete,New Michael,Leah Holland,5,116.9,False,34.0
Andreas,Torres,2018-08-11,,Cio,Guy Hansen,andreas.torres@bilearner.com,WBL,Active,Part-Time,Zone A,Full-Time,N/A - Active,N/A - Active,IT/IS,Field Operations,1947-05-04,TX,Laborer,Male,95490,White,Married,Fully Meets,3,3960,2023-07-14,3,4,1,2023-03-19,Communication Skills,External,Completed,South Jonathanland,John Holden,1,430.46,True,71.0
Maddison,Perez,2023-03-31,,Bi Director,Angela Gibson,maddison.perez@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,IT/IS,Aerial,1978-06-19,MA,Lineman,Male,74182,Black,Divorced,Fully Meets,3,3961,2022-11-20,2,5,2,2023-02-05,Leadership Development,Internal,Passed,Lake Amandaville,Sara Ramirez,5,881.61,True,44.0
Charlize,Wagner,2021-03-10,,Sr. Dba,Joseph Patton,charlize.wagner@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,IT/IS,Aerial,1990-11-18,MA,Lineman,Female,49449,Hispanic,Divorced,Fully Meets,3,3962,2023-05-30,4,3,3,2022-11-04,Customer Service,Internal,Failed,South Codychester,Rebecca Stone,3,454.92,True,30.0
Micah,Pace,2019-08-30,,Sr. Accountant,Debra Mckenzie,micah.pace@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1998-05-19,MA,Foreman,Female,39060,Black,Widowed,Fully Meets,3,3963,2023-07-28,4,1,5,2023-04-15,Customer Service,External,Completed,Stephanieburgh,Michelle Castillo,2,381.88,True,21.0
Marlee,Stevens,2021-06-07,2023-01-25,Sr. Accountant,Wendy Jackson,marlee.stevens@bilearner.com,PYZ,Future Start,Part-Time,Zone A,Temporary,Involuntary,Involuntary - Standard Separation,IT/IS,Aerial,2001-02-26,MA,Lineman,Male,21007,Black,Single,Exceeds,3,3964,2023-03-28,5,2,3,2023-06-08,Project Management,Internal,Completed,Kylestad,Michelle Carlson,5,639.13,False,20.0
Precious,Roth,2020-04-22,,Software Engineering Manager,Shaun Bell,precious.roth@bilearner.com,WBL,Active,Contract,Zone B,Part-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1998-01-11,MA,Laborer,Female,12883,Other,Married,Fully Meets,3,3965,2023-08-06,4,1,2,2023-06-20,Technical Skills,Internal,Completed,Reynoldsstad,Anthony Austin Md,4,198.58,True,22.0
Konner,Villegas,2018-10-19,2021-09-04,Software Engineer,Ruth Myers,konner.villegas@bilearner.com,NEL,Future Start,Contract,Zone A,Part-Time,Voluntary,Voluntary - Standard Separation,Software Engineering,Field Operations,1978-04-28,MA,Laborer,Female,5707,Black,Single,Fully Meets,3,3966,2022-03-10,5,5,5,2022-10-13,Customer Service,External,Failed,Jacobsland,Gary Thompson,2,726.74,False,40.0
Anastasia,Gillespie,2018-12-03,2021-01-20,Data Analyst,Harold Jones,anastasia.gillespie@bilearner.com,MSC,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,IT/IS,Finance & Accounting,1955-07-19,MA,Administration,Female,10856,Black,Married,Fully Meets,3,3967,2023-05-01,5,3,4,2023-05-16,Customer Service,External,Failed,Lake Garyport,Sarah Benson,4,683.96,False,63.0
Emely,Rice,2021-02-20,,Data Analyst,Susan Smith,emely.rice@bilearner.com,NEL,Active,Contract,Zone B,Temporary,N/A - Active,N/A - Active,IT/IS,Engineers,1967-07-14,MA,Engineer,Female,94663,Other,Married,Fully Meets,3,3968,2022-12-14,5,5,1,2022-12-02,Technical Skills,External,Completed,North Kristen,Barry Sullivan,3,891.63,True,53.0
Lewis,Nixon,2021-01-17,,Database Administrator,Derrick Johnson,lewis.nixon@bilearner.com,PL,Active,Contract,Zone A,Full-Time,N/A - Active,N/A - Active,IT/IS,Aerial,1966-06-18,MA,Lineman,Female,61086,Asian,Divorced,Exceeds,3,3969,2022-09-08,4,5,2,2023-03-01,Technical Skills,Internal,Failed,Port Cynthia,William Rocha,4,701.87,True,54.0
Macy,Webster,2020-10-04,2023-04-27,Database Administrator,Cynthia Gardner,macy.webster@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,Field Operations,1950-08-11,MA,Foreman,Female,44077,Other,Married,Exceeds,3,3970,2023-01-14,5,1,5,2023-02-25,Technical Skills,Internal,Incomplete,North Spencerfort,Joshua Pierce,4,216.73,False,70.0
Ciara,Acevedo,2021-01-29,,Database Administrator,Joel Hodge Ii,ciara.acevedo@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,IT/IS,General - Con,1958-10-31,TX,Technician,Female,49694,Other,Widowed,Fully Meets,3,3971,2023-03-23,3,3,2,2022-08-16,Project Management,External,Passed,Curtisshire,Derek Walker,5,482.47,True,62.0
Eleanor,Patton,2022-07-26,,Database Administrator,Raymond Wilson,eleanor.patton@bilearner.com,TNS,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1955-07-06,TX,Foreman,Female,21727,Black,Divorced,Fully Meets,3,3972,2022-10-29,5,4,1,2023-04-25,Leadership Development,External,Incomplete,Lindaville,Michael Patterson,5,853.57,True,67.0
Brooklyn,Tanner,2018-09-21,2023-06-22,Database Administrator,Jason Sims,brooklyn.tanner@bilearner.com,WBL,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Resignation - Standard Separation,IT/IS,Field Operations,1973-05-22,TX,Laborer,Female,50856,Hispanic,Single,Exceeds,3,3973,2022-08-17,3,2,1,2022-11-14,Leadership Development,Internal,Passed,West Kaylamouth,Sarah Gray,1,202.97,False,45.0
Zander,Franco,2018-12-25,2019-07-10,Data Architect,Ronnie Garcia,zander.franco@bilearner.com,BPC,Terminated for Cause,Part-Time,Zone C,Full-Time,Involuntary,Involuntary - Standard Separation,IT/IS,General - Eng,1986-07-01,TX,Engineer,Male,97255,Other,Married,Exceeds,3,3974,2023-04-04,4,5,1,2023-04-27,Communication Skills,Internal,Passed,Lake Amyland,Terry Gomez,1,487.4,False,32.0
Kianna,Rhodes,2020-11-03,2022-09-25,Cio,Curtis Hill,kianna.rhodes@bilearner.com,CCDR,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Voluntary - Standard Separation,IT/IS,Field Operations,1999-01-25,TX,Technician,Male,44793,Asian,Single,Fully Meets,3,3975,2022-11-27,1,4,3,2023-05-08,Leadership Development,External,Completed,East Kathryn,John Sawyer,2,669.81,False,21.0
Kinsley,Braun,2021-10-22,,Sr. Dba,Curtis Mathis,kinsley.braun@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1991-11-17,MA,Laborer,Female,24094,White,Divorced,Fully Meets,3,3976,2023-04-25,4,5,1,2023-04-22,Leadership Development,Internal,Completed,Lake Diana,Kristi Davis,1,645.02,True,29.0
Gordon,Wu,2018-08-27,,Sr. Accountant,Bryan Sanchez,gordon.wu@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,IT/IS,Wireline Construction,1943-08-19,MA,Apprentice,Female,41670,Black,Divorced,Fully Meets,3,3977,2023-06-01,1,5,4,2022-10-13,Technical Skills,External,Completed,New James,Justin Martin,2,157.4,True,75.0
Maryjane,Cross,2020-07-12,,Sr. Accountant,Mark Hines Dds,maryjane.cross@bilearner.com,PYZ,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1980-04-26,MA,Laborer,Male,56453,Asian,Widowed,Fully Meets,3,3978,2022-04-09,4,3,5,2023-05-15,Project Management,External,Failed,Lindseystad,William Paul,1,131.98,True,40.0
Peyton,Phelps,2021-01-25,2022-06-11,Software Engineering Manager,Emma Allen,peyton.phelps@bilearner.com,WBL,Future Start,Contract,Zone C,Temporary,Resignation,Resignation - Standard Separation,IT/IS,Technology / It,1967-10-30,MA,Controller,Female,5067,Black,Married,Fully Meets,3,3979,2022-09-12,3,5,2,2023-08-03,Communication Skills,External,Failed,Ryantown,Crystal Nelson,3,477.12,False,53.0
Carmen,Atkins,2020-05-11,,Data Analyst,John Hart,carmen.atkins@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,N/A - Active,N/A - Active,IT/IS,Project Management - Con,1975-02-12,MA,Project Manager,Female,39598,White,Married,Exceeds,3,3980,2022-03-10,4,2,5,2023-07-27,Communication Skills,External,Incomplete,Port Janiceville,Cynthia Wilson,1,695.56,True,45.0
Kiara,Fox,2020-07-24,2023-04-09,Data Analyst,Richard Bailey,kiara.fox@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,N/A - Active,N/A - Active,IT/IS,Field Operations,1960-07-02,MA,Laborer,Female,35765,Black,Divorced,Fully Meets,3,3981,2022-10-31,1,2,4,2022-12-22,Communication Skills,External,Passed,South Kelly,Christina Ruiz,2,869.96,False,60.0
Yair,Jennings,2022-08-09,,Database Administrator,Beverly Parker,yair.jennings@bilearner.com,CCDR,Active,Part-Time,Zone B,Part-Time,N/A - Active,N/A - Active,IT/IS,Aerial,1957-12-06,MA,Laborer,Female,24218,Other,Married,Needs Improvement,3,3982,2022-09-10,1,1,1,2022-12-09,Technical Skills,Internal,Completed,Rodriguezmouth,Justin Winters,1,189.91,True,64.0
Kaylie,Velazquez,2022-06-12,,Database Administrator,Daniel Hart,kaylie.velazquez@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,N/A - Active,N/A - Active,IT/IS,Field Operations,1964-12-04,MA,Technician,Female,62116,Hispanic,Married,Exceeds,3,3983,2022-03-12,4,3,1,2023-07-24,Project Management,External,Failed,Davidhaven,Sherry Peterson,5,407.96,True,57.0
Christine,Skinner,2022-02-10,2022-06-08,Database Administrator,Thomas Ramirez,christine.skinner@bilearner.com,EW,Active,Contract,Zone B,Full-Time,N/A - Active,N/A - Active,IT/IS,Wireline Construction,1963-07-23,TX,Laborer,Female,67986,Hispanic,Single,Fully Meets,3,3984,2023-02-24,5,5,4,2022-08-07,Communication Skills,Internal,Incomplete,Farmerside,Audrey Gray,1,202.91,False,58.0
Zayne,Mccullough,2023-01-13,2023-05-19,Database Administrator,Melissa Turner,zayne.mccullough@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone A,Part-Time,Resignation,Resignation - Standard Separation,IT/IS,People Services,1992-01-18,TX,Director,Male,26193,White,Widowed,Fully Meets,3,3985,2022-09-28,5,4,2,2022-10-16,Communication Skills,Internal,Passed,Lindseyhaven,Alan Cook,4,956.95,False,30.0
Dennis,Key,2020-03-10,,Database Administrator,Lynn Jackson,dennis.key@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,N/A - Active,N/A - Active,IT/IS,Catv,1972-11-27,TX,Supervisor,Female,46762,Hispanic,Married,Fully Meets,3,3986,2022-08-10,4,3,2,2022-10-15,Technical Skills,External,Passed,Hodgesfort,David Brown,5,813.03,True,47.0
Aydan,Benjamin,2022-02-25,2022-07-19,Data Architect,Lindsay Nelson,aydan.benjamin@bilearner.com,PYZ,Terminated for Cause,Full-Time,Zone A,Full-Time,Retirement,Retirement - Standard Separation,IT/IS,Catv,1982-03-05,TX,Supervisor,Male,81376,Other,Widowed,Exceeds,3,3987,2022-12-22,5,4,1,2022-08-24,Project Management,External,Passed,New Keith,Donna Cook,1,962.54,False,39.0
Kenzie,Mullins,2022-07-21,2022-11-21,Sr. Dba,Anthony Williams,kenzie.mullins@bilearner.com,SVG,Leave of Absence,Contract,Zone A,Temporary,Voluntary,Voluntary - Standard Separation,IT/IS,Shop (Fleet),1981-06-17,MA,Mechanic,Female,73583,White,Widowed,Fully Meets,3,3988,2023-05-20,5,2,5,2023-02-01,Project Management,Internal,Passed,West Marioside,James Perez,5,190.07,False,41.0
Asa,Pham,2022-07-11,,Sr. Dba,Mr. Jason Brock,asa.pham@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,N/A - Active,N/A - Active,IT/IS,General - Con,1952-06-18,MA,Foreman,Female,43953,Asian,Widowed,Fully Meets,3,3989,2023-04-26,2,1,1,2023-01-22,Communication Skills,Internal,Passed,Gilbertmouth,Lisa Hensley,5,866.51,True,70.0
Damarion,Schneider,2019-12-02,2019-12-26,Sr. Accountant,Caitlin Murphy,damarion.schneider@bilearner.com,WBL,Future Start,Contract,Zone C,Temporary,Involuntary,Involuntary - Standard Separation,IT/IS,Safety,1956-12-18,MA,Safety,Male,73329,White,Divorced,Fully Meets,3,3990,2022-08-27,2,2,1,2022-10-10,Technical Skills,Internal,Failed,West Adambury,Justin Macdonald,2,475.04,False,62.0
